# k [h/Mpc]  P(k) [(Mpc/h)^3]
1.000000000000000021e-03 1.241593074869895790e+05
1.017463402747606233e-03 1.261954760127432965e+05
1.035231775930738887e-03 1.282633388160787872e+05
1.053310445370936972e-03 1.303633124828901928e+05
1.071704829896711394e-03 1.324958156777638360e+05
1.090420442967752687e-03 1.346612689923378639e+05
1.109462894327521839e-03 1.368600947853358230e+05
1.128837891684689567e-03 1.390927170140258677e+05
1.148551242423937954e-03 1.413595610568636621e+05
1.168608855346650946e-03 1.436610535270743712e+05
1.189016742441989819e-03 1.459976220769234933e+05
1.209781020688901381e-03 1.483696951924330497e+05
1.230907913889601850e-03 1.507777019782977004e+05
1.252403754535073117e-03 1.532220719327524421e+05
1.274274985703133418e-03 1.557032347121467756e+05
1.296528162989668987e-03 1.582216198849882931e+05
1.319169956473571596e-03 1.607776566752043145e+05
1.342207152716011920e-03 1.633717736943933996e+05
1.365646656794610976e-03 1.660043986628228740e+05
1.389495494373137402e-03 1.686759581189448654e+05
1.413760813807361360e-03 1.713868771172005800e+05
1.438449888287662891e-03 1.741375789138904365e+05
1.463570118019079727e-03 1.769284846408911108e+05
1.489129032439410159e-03 1.797600129670072638e+05
1.515134292476052937e-03 1.826325797467524535e+05
1.541593692842271792e-03 1.855465976563600416e+05
1.568515164373547686e-03 1.885024758168328262e+05
1.595906776404730889e-03 1.915006194038490939e+05
1.623776739188721036e-03 1.945414292443536397e+05
1.652133406357370136e-03 1.976253013996639638e+05
1.680985277425363789e-03 2.007526267349456029e+05
1.710341000337841288e-03 2.039237904749103473e+05
1.740209374062484920e-03 2.071391717456068727e+05
1.770599351226898131e-03 2.103991431021875178e+05
1.801520040802025635e-03 2.137040700425459363e+05
1.832980710832435561e-03 2.170543105067321158e+05
1.864990791214298036e-03 2.204502143620769202e+05
1.897559876521850378e-03 2.238921228739514190e+05
1.930697728883249645e-03 2.273803681621302385e+05
1.964414280906628518e-03 2.309152726427201123e+05
1.998719638657250712e-03 2.344971484556451323e+05
2.033624084686672540e-03 2.381262968776993803e+05
2.069138081114790112e-03 2.418030077211806783e+05
2.105272272765707203e-03 2.455275587181619194e+05
2.142037490358383086e-03 2.493002148904502974e+05
2.179444753752985808e-03 2.531212279053256207e+05
2.217505275253931884e-03 2.569908354171566607e+05
2.256230462970635047e-03 2.609092603950169869e+05
2.295631924236909462e-03 2.648767104364496772e+05
2.335721469090121152e-03 2.688933770675414125e+05
2.376511113811075136e-03 2.729594350294963224e+05
2.418013084525720731e-03 2.770750415519151138e+05
2.460239820869777449e-03 2.812403356130172615e+05
2.503203979717325348e-03 2.854554371870472678e+05
2.546918438974539890e-03 2.897204464791536448e+05
2.591396301439659842e-03 2.940354431480258354e+05
2.636650898730358294e-03 2.984004855166123016e+05
2.682695795279724585e-03 3.028156097712619812e+05
2.729544792402007272e-03 3.072808291496467427e+05
2.777211932429354997e-03 3.117961331178473192e+05
2.825711502920826793e-03 3.163614865370100597e+05
2.875058040944880079e-03 3.209768288199925446e+05
2.925266337436644749e-03 3.256420730784412590e+05
2.976351441631319098e-03 3.303571052607672755e+05
3.028328665574945688e-03 3.351217832814913127e+05
3.081213588714002208e-03 3.399359361424600356e+05
3.135022062565115310e-03 3.447993630464458256e+05
3.189770215466321626e-03 3.497118325036487076e+05
3.245474457411332263e-03 3.546730814316555625e+05
3.302151484968175559e-03 3.596828142493973137e+05
3.359818286283781062e-03 3.647407019656737684e+05
3.418492146175927237e-03 3.698463812628208543e+05
