# l  D_l^TT  D_l^TE  D_l^EE  [uK^2]
2.000000000000000000e+00 5.399232687381126198e+03 3.309899642502255688e+02 5.636313053767176484e+01
3.000000000000000000e+00 5.404729293822015279e+03 3.274597072389566961e+02 5.511112687693027112e+01
4.000000000000000000e+00 5.409263645450017975e+03 3.240133365031974790e+02 5.391196016949847092e+01
5.000000000000000000e+00 5.412834198700179513e+03 3.206555600016802714e+02 5.276553238796477530e+01
6.000000000000000000e+00 5.415439845573841922e+03 3.173910084368457660e+02 5.167172992056352143e+01
7.000000000000000000e+00 5.417079912042821888e+03 3.142242162552439595e+02 5.063042352686812109e+01
8.000000000000000000e+00 5.417754156311461884e+03 3.111596015594901701e+02 4.964146830403936406e+01
9.000000000000000000e+00 5.417462766936050684e+03 3.082014450351293817e+02 4.870470366347047531e+01
1.000000000000000000e+01 5.416206360801382289e+03 3.053538680280150288e+02 4.781995331767525670e+01
1.100000000000000000e+01 5.413985980954240404e+03 3.026208099414694743e+02 4.698702527726659639e+01
1.200000000000000000e+01 5.410803094293726645e+03 3.000060051566826473e+02 4.620571185787659374e+01
1.300000000000000000e+01 5.406659589118507029e+03 2.975129597134164214e+02 4.547578969687111083e+01
1.400000000000000000e+01 5.401557772531109549e+03 2.951449280198506813e+02 4.479701977971347304e+01
1.500000000000000000e+01 5.395500367699543858e+03 2.929048898889568591e+02 4.416914747583417977e+01
1.600000000000000000e+01 5.388490510976585938e+03 2.907955282226404279e+02 4.359190258386419714e+01
1.700000000000000000e+01 5.380531748877207065e+03 2.888192076826053381e+02 4.306499938609177036e+01
1.800000000000000000e+01 5.371628034914731870e+03 2.869779546970642627e+02 4.258813671200231710e+01
1.900000000000000000e+01 5.361783726296328496e+03 2.852734391538546674e+02 4.216099801076324383e+01
2.000000000000000000e+01 5.966044401282979379e+03 2.995681291117060141e+02 4.178325143251495888e+01
2.100000000000000000e+01 5.952987537442813846e+03 2.980607838214971252e+02 4.145454991833103975e+01
2.200000000000000000e+01 5.938899203071040574e+03 2.967006922843672214e+02 4.117453129870957440e+01
2.300000000000000000e+01 5.923786016618681970e+03 2.954879663265087402e+02 4.094281840045947263e+01
2.400000000000000000e+01 5.907655025890549041e+03 2.944222830980381787e+02 4.075901916184402296e+01
2.500000000000000000e+01 5.890513703441429243e+03 2.935028829594811555e+02 4.062272675584531356e+01
2.600000000000000000e+01 5.872369941823477347e+03 2.927285709072467625e+02 4.053351972141227577e+01
2.700000000000000000e+01 5.853232048686340931e+03 2.920977215623136090e+02 4.049096210255503081e+01
2.800000000000000000e+01 5.833108741731632108e+03 2.916082876747050250e+02 4.049460359514807806e+01
2.900000000000000000e+01 5.812009143523439889e+03 2.912578120256545162e+02 4.054397970130437301e+01
3.000000000000000000e+01 5.789942776156667605e+03 2.910434425422732829e+02 4.063861189118171779e+01
3.100000000000000000e+01 5.766919555785081684e+03 2.909619503784665540e+02 4.077800777208295813e+01
3.200000000000000000e+01 5.742949787010976252e+03 2.910097506628969199e+02 4.096166126470996005e+01
3.300000000000000000e+01 5.718044157138529954e+03 2.911829255716575062e+02 4.118905278643168799e+01
3.400000000000000000e+01 5.692213730292922264e+03 2.914772493511296148e+02 4.145964944142536979e+01
3.500000000000000000e+01 5.665469941407408442e+03 2.918882148958794005e+02 4.177290521754930097e+01
3.600000000000000000e+01 5.637824590080596863e+03 2.924110614774335772e+02 4.212826118980500212e+01
3.700000000000000000e+01 5.609289834306255216e+03 2.930408032219087318e+02 4.252514573024575384e+01
3.800000000000000000e+01 5.579878184078039340e+03 2.937722579468194795e+02 4.296297472418761032e+01
3.900000000000000000e+01 5.549602494871603994e+03 2.946000759887001550e+02 4.344115179257831016e+01
4.000000000000000000e+01 5.518475961006628495e+03 2.955187686818941870e+02 4.395906852037857959e+01
4.100000000000000000e+01 5.486512108891353819e+03 2.965227361833296982e+02 4.451610469080949173e+01
4.200000000000000000e+01 5.453724790152255082e+03 2.976062943765829232e+02 4.511162852531873568e+01
4.300000000000000000e+01 5.420128174651606059e+03 2.987637006293609829e+02 4.574499692911775384e+01
4.400000000000000000e+01 5.385736743395694248e+03 2.999891782201627279e+02 4.641555574214092417e+01
4.500000000000000000e+01 5.350565281336494081e+03 3.012769392909341946e+02 4.712263999527704783e+01
4.600000000000000000e+01 5.314628870069707773e+03 3.026212062218704091e+02 4.786557417172254247e+01
4.700000000000000000e+01 5.277942880432126913e+03 3.040162313612207754e+02 4.864367247330524435e+01
4.800000000000000000e+01 5.240522965001255216e+03 3.054563150763353292e+02 4.945623909162613074e+01
4.900000000000000000e+01 5.202385050500290163e+03 3.069358221218313361e+02 5.030256848386661517e+01
5.000000000000000000e+01 5.163545330111502153e+03 3.084491963463745492e+02 5.118194565310735555e+01
5.100000000000000000e+01 5.124020255701191672e+03 3.099909737811364607e+02 5.209364643300385467e+01
5.200000000000000000e+01 5.083826529959349500e+03 3.115557941705652070e+02 5.303693777666445186e+01
5.300000000000000000e+01 5.042981098457296866e+03 3.131384110199018096e+02 5.401107804957383252e+01
5.400000000000000000e+01 5.001501141626526078e+03 3.147337002441716436e+02 5.501531732640634687e+01
5.500000000000000000e+01 4.959404066662047626e+03 3.163366675105204990e+02 5.604889769157142609e+01
5.600000000000000000e+01 4.916707499353611638e+03 3.179424543701233006e+02 5.711105354333366080e+01
5.700000000000000000e+01 4.873429275848135148e+03 3.195463432778523725e+02 5.820101190134893443e+01
5.800000000000000000e+01 4.829587434346756709e+03 3.211437615978342706e+02 5.931799271745793334e+01
5.900000000000000000e+01 4.785200206739972600e+03 3.227302846913159442e+02 6.046120918957776524e+01
6.000000000000000000e+01 4.740286010184291627e+03 3.243016381802290766e+02 6.162986807853170035e+01
6.100000000000000000e+01 4.694863438623932780e+03 3.258536994758053993e+02 6.282317002765694980e+01
6.200000000000000000e+01 4.648951254261056420e+03 3.273824986568156419e+02 6.404030988503012622e+01
6.300000000000000000e+01 4.602568378978102373e+03 3.288842187767174892e+02 6.528047702814922104e+01
6.400000000000000000e+01 4.555733885715788347e+03 3.303551956734096962e+02 6.654285569091126717e+01
6.500000000000000000e+01 4.508466989810351151e+03 3.317919173495553196e+02 6.782662529272437268e+01
6.600000000000000000e+01 4.460787040293660539e+03 3.331910229856997034e+02 6.913096076959246261e+01
6.700000000000000000e+01 4.412713511159805421e+03 3.345493016427797670e+02 7.045503290701115873e+01
6.800000000000000000e+01 4.364265992601798644e+03 3.358636907051651406e+02 7.179800867451341162e+01
6.900000000000000000e+01 4.315464182222070121e+03 3.371312741101778556e+02 7.315905156170288137e+01
7.000000000000000000e+01 4.266327876220394501e+03 3.383492804051200551e+02 7.453732191561370257e+01
7.100000000000000000e+01 4.216876960562919521e+03 3.395150806682454458e+02 7.593197727923480045e+01
7.200000000000000000e+01 4.167131402136022189e+03 3.406261863258557128e+02 7.734217273103756440e+01
7.300000000000000000e+01 4.117111239888611635e+03 3.416802468937760295e+02 7.876706122534588417e+01
7.400000000000000000e+01 4.066836575966643977e+03 3.426750476678848827e+02 8.020579393338708485e+01
7.500000000000000000e+01 4.016327566843497607e+03 3.436085073851168659e+02 8.165752058486347664e+01
7.600000000000000000e+01 3.965604414449916476e+03 3.444786758734198315e+02 8.312138980988459025e+01
7.700000000000000000e+01 3.914687357307227103e+03 3.452837317065065577e+02 8.459654948109925954e+01
7.800000000000000000e+01 3.863596661667531407e+03 3.460219798768904411e+02 8.608214705586952675e+01
7.900000000000000000e+01 3.812352612664505159e+03 3.466918494985896473e+02 8.757732991832645553e+01
8.000000000000000000e+01 3.760975505478590094e+03 3.472918915490474774e+02 8.908124572115008277e+01
